사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
Jan-19,6호선,2639,보문,2 ,0 ,3725 ,983 ,7054 ,3231 ,20553 ,6579 ,34024 ,20207 ,18102 ,11603 ,11327 ,8153 ,10272 ,7216 ,11819 ,8054 ,12223 ,8241 ,10994 ,8716 ,10220 ,9552 ,11367 ,11095 ,13967 ,12980 ,18799 ,21521 ,10682 ,19731 ,7199 ,12393 ,6248 ,11759 ,5716 ,13522 ,3539 ,8999 ,563 ,3353 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,6호선,2640,안암(고대병원앞),23 ,0 ,2282 ,1272 ,3523 ,5134 ,8862 ,14840 ,15196 ,37287 ,12691 ,35921 ,12681 ,22194 ,15280 ,18694 ,18013 ,19177 ,18165 ,23597 ,20180 ,18563 ,23013 ,17919 ,29679 ,16469 ,39542 ,19448 ,37538 ,25852 ,24111 ,21548 ,20306 ,13408 ,19976 ,13029 ,19044 ,13459 ,11835 ,10334 ,2312 ,4728 ,0 ,172 ,0 ,0 ,0 ,0 
Jan-19,6호선,2641,고려대(종암),34 ,0 ,3229 ,1072 ,6383 ,5852 ,21609 ,9202 ,30853 ,31575 ,16998 ,15202 ,11640 ,11308 ,11123 ,9126 ,13853 ,11716 ,15362 ,12721 ,12597 ,11070 ,13880 ,11416 ,18103 ,12135 ,24711 ,15206 ,24490 ,22239 ,12661 ,22146 ,8744 ,14051 ,8813 ,13276 ,8137 ,13595 ,3738 ,11271 ,625 ,2987 ,0 ,45 ,0 ,0 ,0 ,0 
Jan-19,6호선,2642,월곡(동덕여대),14 ,0 ,6330 ,976 ,12303 ,4521 ,41534 ,7828 ,53701 ,25650 ,27701 ,19631 ,19493 ,14262 ,19440 ,12937 ,19342 ,15755 ,19429 ,15784 ,18054 ,17458 ,17979 ,18234 ,20238 ,21725 ,21425 ,25266 ,28693 ,39338 ,15929 ,38617 ,11205 ,23262 ,9729 ,21047 ,7625 ,20671 ,3989 ,14161 ,615 ,4042 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,6호선,2643,상월곡(한국과학기술연구원),4 ,0 ,4307 ,734 ,7995 ,2596 ,22912 ,3463 ,29125 ,13277 ,15801 ,8573 ,10363 ,6124 ,9521 ,5170 ,9803 ,6300 ,9410 ,6669 ,8658 ,7007 ,8176 ,8177 ,9205 ,10177 ,9148 ,11655 ,11977 ,19747 ,7013 ,19710 ,3874 ,11070 ,7443 ,9448 ,2826 ,10802 ,1323 ,7031 ,161 ,2260 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,6호선,2644,돌곶이,10 ,1 ,5001 ,785 ,10296 ,4544 ,27561 ,5942 ,37750 ,17529 ,19128 ,11071 ,14329 ,8148 ,13172 ,8608 ,13733 ,9578 ,13999 ,10580 ,12517 ,10267 ,12781 ,13216 ,13012 ,15029 ,14509 ,18410 ,15274 ,26223 ,10715 ,25413 ,6290 ,15399 ,5607 ,12846 ,4134 ,13113 ,2144 ,8780 ,373 ,3360 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,6호선,2645,석계,739 ,2 ,7480 ,2236 ,19628 ,6208 ,53407 ,6093 ,62242 ,12338 ,34252 ,10789 ,23463 ,9714 ,20402 ,11016 ,20981 ,13661 ,20422 ,14495 ,17809 ,16418 ,16584 ,19946 ,16848 ,26169 ,18468 ,32775 ,17930 ,49930 ,13078 ,53910 ,8849 ,32041 ,8398 ,28885 ,7191 ,26783 ,4411 ,18685 ,894 ,5996 ,1 ,13 ,0 ,0 ,0 ,0 
Jan-19,6호선,2646,태릉입구,27 ,0 ,3772 ,826 ,6743 ,3642 ,19499 ,4235 ,24314 ,7526 ,12582 ,6814 ,8684 ,5276 ,8049 ,5862 ,8594 ,6750 ,8879 ,7262 ,8087 ,8215 ,7991 ,8927 ,8353 ,10708 ,8987 ,14022 ,9840 ,22000 ,6530 ,22355 ,5058 ,13013 ,4379 ,11876 ,3415 ,11871 ,2034 ,9482 ,407 ,4556 ,1 ,6 ,0 ,0 ,0 ,0 
Jan-19,6호선,2647,화랑대(서울여대입구),5 ,0 ,5787 ,639 ,19038 ,3123 ,67381 ,5357 ,65280 ,12431 ,31824 ,8302 ,19830 ,7584 ,18333 ,7892 ,18831 ,9204 ,18511 ,9928 ,14818 ,10865 ,15973 ,11757 ,16409 ,16593 ,17435 ,19880 ,15946 ,37959 ,8388 ,38997 ,5663 ,22756 ,4662 ,18963 ,3694 ,22154 ,1949 ,15011 ,203 ,4926 ,0 ,96 ,0 ,0 ,0 ,0 
Jan-19,6호선,2648,봉화산(서울의료원),16 ,0 ,5018 ,1305 ,15403 ,3375 ,55748 ,6792 ,49899 ,12776 ,23968 ,7984 ,17110 ,7055 ,15062 ,7342 ,15918 ,9751 ,14789 ,11175 ,12909 ,11129 ,12212 ,13588 ,13012 ,15841 ,15162 ,20447 ,14662 ,32737 ,7267 ,37649 ,5487 ,21173 ,4802 ,18515 ,4070 ,19673 ,1951 ,12716 ,218 ,4433 ,1 ,512 ,0 ,0 ,0 ,0 
Jan-19,7호선,2711,장암,1 ,0 ,1243 ,93 ,6569 ,1219 ,18286 ,1171 ,12058 ,1739 ,3804 ,1616 ,2269 ,1806 ,2088 ,1084 ,1925 ,1248 ,2143 ,923 ,2095 ,973 ,2403 ,1019 ,2717 ,978 ,3655 ,1369 ,3077 ,2480 ,1649 ,3159 ,1051 ,1794 ,742 ,1025 ,365 ,1016 ,196 ,857 ,21 ,261 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,7호선,2712,도봉산,10 ,1 ,3611 ,651 ,15025 ,4579 ,57793 ,6250 ,43869 ,9886 ,21902 ,12770 ,14458 ,15646 ,12462 ,11657 ,12230 ,10977 ,12387 ,12097 ,11910 ,12212 ,11817 ,13258 ,12422 ,15523 ,11869 ,20344 ,10641 ,32695 ,5951 ,45144 ,3583 ,27322 ,2839 ,24025 ,2070 ,23775 ,1002 ,17573 ,179 ,7100 ,0 ,1235 ,0 ,0 ,0 ,0 
Jan-19,7호선,2713,수락산,14 ,0 ,9050 ,577 ,22273 ,5637 ,56751 ,7594 ,53097 ,17046 ,32231 ,16963 ,24414 ,17066 ,22100 ,15094 ,22317 ,15766 ,23238 ,14830 ,21672 ,16742 ,21148 ,18615 ,20620 ,23926 ,21560 ,28116 ,22895 ,42615 ,13637 ,52172 ,9121 ,31672 ,8033 ,26752 ,5762 ,25458 ,2672 ,18185 ,418 ,6826 ,0 ,431 ,0 ,0 ,0 ,0 
Jan-19,7호선,2714,마들,21 ,0 ,8435 ,1729 ,20283 ,4004 ,64546 ,5556 ,59590 ,10702 ,30095 ,9990 ,22796 ,9737 ,20480 ,10168 ,21460 ,12172 ,19188 ,13791 ,16360 ,15409 ,15413 ,18201 ,14928 ,21747 ,15412 ,25604 ,13871 ,38270 ,8968 ,48377 ,5780 ,27987 ,4266 ,23874 ,3740 ,23145 ,1540 ,17247 ,261 ,5986 ,0 ,7 ,0 ,0 ,0 ,0 
Jan-19,7호선,2715,노원,82 ,2 ,8010 ,2543 ,15260 ,7110 ,41621 ,13711 ,42243 ,49829 ,28537 ,48817 ,29525 ,36779 ,33391 ,33658 ,36731 ,38290 ,38969 ,44561 ,40538 ,44192 ,46962 ,45172 ,48389 ,46349 ,48236 ,50250 ,55080 ,67890 ,36091 ,66158 ,35483 ,32091 ,31074 ,25391 ,27802 ,22187 ,12465 ,16442 ,2316 ,6012 ,3 ,129 ,0 ,0 ,0 ,0 
Jan-19,7호선,2716,중계,10 ,0 ,8438 ,1996 ,23341 ,5343 ,68168 ,12697 ,71720 ,27683 ,39392 ,20226 ,28075 ,13607 ,26047 ,13782 ,26761 ,15271 ,25473 ,17575 ,21035 ,17584 ,20386 ,20365 ,21541 ,22965 ,23139 ,29440 ,21660 ,47939 ,12630 ,56713 ,9103 ,31766 ,12213 ,27996 ,8659 ,27552 ,4731 ,18259 ,877 ,5734 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2717,하계,16 ,0 ,7714 ,1311 ,24611 ,6167 ,76395 ,12321 ,81818 ,26816 ,43727 ,23468 ,32127 ,18322 ,30128 ,18813 ,33539 ,25060 ,30685 ,27421 ,29790 ,26041 ,31119 ,28992 ,33709 ,31727 ,35395 ,38537 ,32592 ,59154 ,18869 ,68744 ,14156 ,39323 ,13246 ,33851 ,12605 ,34302 ,4638 ,23691 ,648 ,7930 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2718,공릉(서울과학기술대),46 ,0 ,6378 ,1361 ,13335 ,4687 ,40606 ,8136 ,48796 ,25577 ,26555 ,15856 ,19087 ,12313 ,18718 ,11989 ,20579 ,14298 ,20201 ,15911 ,18585 ,16491 ,18657 ,19172 ,19783 ,22288 ,23242 ,27547 ,26502 ,41143 ,15208 ,44427 ,11369 ,25915 ,10564 ,22566 ,9141 ,21294 ,5123 ,16202 ,987 ,5919 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,7호선,2719,태릉입구,93 ,0 ,5800 ,1319 ,7257 ,5300 ,21401 ,7489 ,27938 ,20208 ,17484 ,12162 ,11994 ,8758 ,11870 ,8569 ,12918 ,9393 ,13512 ,10320 ,13433 ,10157 ,14043 ,11053 ,15473 ,13510 ,18968 ,15151 ,21527 ,22016 ,13177 ,22861 ,8977 ,14441 ,8110 ,13149 ,6406 ,13480 ,3144 ,9455 ,607 ,3905 ,7 ,1424 ,0 ,0 ,0 ,0 
Jan-19,7호선,2720,먹골,28 ,0 ,7166 ,872 ,13154 ,3170 ,40404 ,4837 ,52305 ,15222 ,28261 ,10555 ,18362 ,9601 ,16266 ,10236 ,17613 ,12502 ,17495 ,13420 ,16052 ,13872 ,14903 ,16583 ,15793 ,20014 ,17148 ,26173 ,19151 ,38659 ,12040 ,42822 ,8192 ,24305 ,7694 ,21057 ,5884 ,20438 ,2844 ,13925 ,570 ,4088 ,0 ,67 ,0 ,0 ,0 ,0 
Jan-19,7호선,2721,중화,8 ,0 ,8697 ,942 ,15117 ,4457 ,41591 ,7787 ,54102 ,23652 ,30111 ,13610 ,19127 ,10509 ,17120 ,10451 ,18849 ,11401 ,17892 ,12986 ,15574 ,13938 ,15160 ,16918 ,16030 ,20286 ,19318 ,25961 ,22214 ,38663 ,14243 ,41825 ,9408 ,24681 ,8563 ,22064 ,6896 ,22371 ,3126 ,14579 ,566 ,4629 ,0 ,45 ,0 ,0 ,0 ,0 
Jan-19,7호선,2722,상봉(시외버스터미널),303 ,3 ,10414 ,1568 ,17991 ,8854 ,54399 ,15461 ,73268 ,35384 ,38204 ,21845 ,23819 ,17124 ,21385 ,17990 ,24065 ,20792 ,25354 ,22401 ,24307 ,23223 ,25104 ,25050 ,28437 ,28973 ,34233 ,37092 ,39502 ,57260 ,28821 ,60638 ,19890 ,33482 ,20134 ,29307 ,16310 ,27401 ,7733 ,19335 ,1451 ,8171 ,1 ,20 ,0 ,0 ,0 ,0 
Jan-19,7호선,2723,면목,4 ,0 ,11509 ,1147 ,22184 ,5807 ,59324 ,8509 ,82772 ,22080 ,44314 ,14484 ,25883 ,12726 ,22378 ,13397 ,23273 ,15456 ,23178 ,17103 ,20295 ,19174 ,19568 ,23924 ,21704 ,29612 ,22298 ,36458 ,24011 ,55772 ,18063 ,58622 ,10942 ,34171 ,9083 ,31451 ,6664 ,29084 ,3363 ,20071 ,571 ,6741 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2724,사가정,24 ,0 ,10128 ,1978 ,19559 ,10509 ,50925 ,11218 ,71771 ,27400 ,41419 ,16416 ,26270 ,15835 ,23736 ,16308 ,25134 ,17995 ,25706 ,19242 ,23279 ,20900 ,22793 ,25557 ,25556 ,30463 ,29372 ,37380 ,29053 ,57547 ,20364 ,58768 ,14837 ,33460 ,12768 ,30258 ,10515 ,29068 ,5528 ,17566 ,1075 ,6439 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2725,용마산,11 ,0 ,4848 ,556 ,10297 ,2647 ,26108 ,3385 ,36466 ,9095 ,18959 ,5879 ,11251 ,5748 ,9055 ,5032 ,9611 ,6023 ,9002 ,6757 ,7766 ,7314 ,7394 ,9021 ,8054 ,10619 ,8886 ,12934 ,8981 ,21407 ,5664 ,22761 ,3400 ,13493 ,2797 ,12663 ,2240 ,13506 ,1129 ,8575 ,237 ,2932 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2726,중곡,0 ,0 ,5806 ,533 ,11654 ,4949 ,31636 ,7237 ,52177 ,19961 ,30054 ,12296 ,17749 ,10000 ,15781 ,9339 ,16749 ,10490 ,16570 ,11581 ,14691 ,12443 ,13846 ,15213 ,15779 ,16819 ,17647 ,21043 ,17569 ,33175 ,11419 ,33045 ,7276 ,19401 ,6363 ,18174 ,4884 ,17260 ,2161 ,11693 ,426 ,3500 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2727,군자(능동),55 ,2 ,7883 ,843 ,14043 ,7349 ,35718 ,9268 ,64624 ,27916 ,39330 ,19824 ,21886 ,12520 ,19510 ,11451 ,20811 ,12222 ,21023 ,14191 ,20439 ,15515 ,21071 ,18382 ,23866 ,20204 ,28369 ,25340 ,38442 ,41457 ,23612 ,38111 ,18576 ,22567 ,18116 ,20130 ,15621 ,18795 ,7726 ,12425 ,1427 ,4304 ,1 ,46 ,0 ,0 ,0 ,0 
Jan-19,7호선,2728,어린이대공원(세종대),7 ,0 ,3121 ,1188 ,7206 ,9448 ,17282 ,12792 ,34258 ,38896 ,23293 ,33335 ,13508 ,22465 ,14456 ,19169 ,17476 ,25296 ,20808 ,22500 ,19200 ,19170 ,25117 ,18155 ,30484 ,17058 ,36391 ,20242 ,38678 ,27906 ,20857 ,25724 ,16100 ,15775 ,16855 ,14504 ,15928 ,15005 ,9152 ,10686 ,1611 ,3695 ,0 ,15 ,0 ,0 ,0 ,0 
Jan-19,7호선,2729,건대입구,41 ,0 ,4571 ,920 ,4780 ,7879 ,13275 ,18865 ,23712 ,37911 ,18213 ,36131 ,14552 ,25579 ,16082 ,26429 ,18738 ,29671 ,21871 ,32822 ,25172 ,31788 ,30334 ,30625 ,35435 ,31340 ,47276 ,37368 ,48359 ,58133 ,36429 ,44363 ,38896 ,21232 ,36194 ,17460 ,34667 ,14523 ,17138 ,8744 ,2984 ,4409 ,0 ,483 ,0 ,0 ,0 ,0 
Jan-19,7호선,2730,뚝섬유원지,3 ,0 ,4506 ,582 ,8447 ,4165 ,20581 ,5578 ,33820 ,12602 ,22257 ,8859 ,11491 ,7570 ,10375 ,8547 ,10416 ,9175 ,11301 ,10023 ,10912 ,11069 ,11322 ,12136 ,12904 ,12922 ,14441 ,16265 ,13343 ,24095 ,7833 ,20863 ,5796 ,12938 ,5380 ,12890 ,3650 ,12709 ,1852 ,7448 ,317 ,2150 ,0 ,14 ,0 ,0 ,0 ,0 
Jan-19,7호선,2731,청담,36 ,0 ,2981 ,3440 ,7269 ,22187 ,11981 ,58974 ,17852 ,181623 ,14922 ,114801 ,14266 ,42912 ,18370 ,30918 ,20172 ,26583 ,23104 ,29012 ,26014 ,24978 ,35311 ,22169 ,38704 ,22121 ,58101 ,24413 ,121402 ,29039 ,75673 ,20495 ,41636 ,12809 ,39016 ,11772 ,30754 ,9241 ,9701 ,5756 ,1228 ,3725 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2732,강남구청,12 ,0 ,1749 ,1454 ,3815 ,11803 ,6990 ,28456 ,10439 ,118381 ,9353 ,98843 ,9771 ,38066 ,12135 ,25109 ,14493 ,21467 ,18270 ,23647 ,21503 ,20974 ,26873 ,19065 ,27917 ,18177 ,39199 ,19278 ,91835 ,21595 ,57341 ,16196 ,35502 ,9961 ,35248 ,8283 ,27784 ,6203 ,11544 ,4479 ,1982 ,2173 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2733,학동,0 ,0 ,3208 ,1681 ,5654 ,19604 ,8657 ,49111 ,12932 ,201920 ,12261 ,148389 ,11788 ,51909 ,14489 ,31264 ,19018 ,26160 ,22512 ,28842 ,26980 ,25348 ,33406 ,22434 ,37529 ,21682 ,59119 ,22851 ,170930 ,24931 ,89957 ,16903 ,45580 ,10801 ,43024 ,8795 ,33295 ,6884 ,13845 ,5235 ,2045 ,1927 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2734,논현,31 ,0 ,4032 ,1214 ,5838 ,15744 ,9914 ,46221 ,18180 ,136687 ,16313 ,107846 ,13387 ,42060 ,15923 ,27418 ,18370 ,26020 ,20875 ,29570 ,24113 ,26699 ,28412 ,25576 ,32872 ,27175 ,50196 ,31613 ,111552 ,43000 ,69952 ,29813 ,43363 ,16027 ,46836 ,12323 ,44967 ,10585 ,24699 ,6863 ,4640 ,3025 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2735,반포,0 ,0 ,1084 ,516 ,3211 ,5632 ,8329 ,11499 ,13861 ,24475 ,9714 ,20522 ,6769 ,10275 ,6936 ,11751 ,8223 ,12618 ,9352 ,10886 ,9996 ,9244 ,11859 ,9176 ,15291 ,9350 ,17513 ,10172 ,22296 ,13301 ,14732 ,9722 ,10847 ,5748 ,12247 ,5090 ,10066 ,5428 ,2949 ,3042 ,472 ,993 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2736,고속터미널,32 ,0 ,1816 ,2676 ,3486 ,21708 ,10577 ,39618 ,21923 ,64477 ,28010 ,50952 ,30149 ,36985 ,34134 ,36143 ,37215 ,34755 ,38105 ,36967 ,37871 ,34011 ,44464 ,29954 ,48915 ,29041 ,63962 ,30372 ,70273 ,35642 ,49368 ,24463 ,45362 ,12796 ,42662 ,11201 ,32266 ,6906 ,11935 ,4434 ,1317 ,1006 ,0 ,5 ,0 ,0 ,0 ,0 
Jan-19,7호선,2737,내방,5 ,0 ,2169 ,1661 ,6590 ,10296 ,17631 ,21635 ,30783 ,94840 ,21862 ,49741 ,15883 ,22399 ,16653 ,17042 ,18487 ,17087 ,20223 ,19251 ,20666 ,18774 ,21212 ,19068 ,25537 ,19655 ,35779 ,22801 ,77727 ,32809 ,32348 ,25768 ,21127 ,15248 ,22643 ,12969 ,16692 ,12013 ,6554 ,7430 ,1047 ,3384 ,1 ,374 ,0 ,0 ,0 ,0 
Jan-19,7호선,2738,이수,32 ,2 ,5243 ,1244 ,9802 ,8235 ,27280 ,14048 ,50316 ,48237 ,32232 ,31874 ,21677 ,23608 ,21049 ,21003 ,23351 ,22091 ,26699 ,25170 ,26439 ,26057 ,29087 ,27419 ,29538 ,29788 ,34197 ,38190 ,49300 ,60436 ,29355 ,48668 ,27509 ,26150 ,29769 ,22059 ,28697 ,19922 ,16614 ,11972 ,3143 ,4038 ,4 ,137 ,0 ,1 ,0 ,0 
Jan-19,7호선,2739,남성,0 ,0 ,5891 ,870 ,11925 ,4633 ,38829 ,5902 ,64233 ,16182 ,36021 ,13305 ,20997 ,11899 ,18791 ,11584 ,18533 ,13067 ,19034 ,15097 ,17052 ,15070 ,15959 ,18494 ,15964 ,20897 ,17605 ,26132 ,18009 ,42105 ,11611 ,37023 ,9361 ,22819 ,9361 ,22355 ,6920 ,21023 ,3331 ,13219 ,783 ,4457 ,0 ,4 ,0 ,0 ,0 ,0 
Jan-19,7호선,2740,숭실대입구(살피재),20 ,0 ,5776 ,1008 ,12258 ,5804 ,38570 ,7646 ,61419 ,21522 ,35607 ,26463 ,21732 ,14886 ,20146 ,13817 ,23461 ,15977 ,21685 ,18560 ,19002 ,18168 ,19718 ,21154 ,22830 ,23946 ,28569 ,28963 ,26574 ,49130 ,14675 ,43699 ,11182 ,26440 ,11921 ,24747 ,10677 ,24626 ,5845 ,17082 ,1094 ,5370 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2741,상도,0 ,0 ,4023 ,1809 ,10297 ,5545 ,32099 ,7020 ,48990 ,18171 ,28972 ,16247 ,18784 ,12978 ,16923 ,11526 ,17865 ,13123 ,17212 ,13988 ,15634 ,14270 ,16288 ,15911 ,18465 ,17513 ,20911 ,21376 ,20765 ,36666 ,11551 ,31907 ,9169 ,20318 ,9339 ,18592 ,8402 ,18623 ,4377 ,12993 ,828 ,4181 ,0 ,2 ,0 ,0 ,0 ,0 
Jan-19,7호선,2742,장승배기,13 ,0 ,7325 ,857 ,12223 ,4617 ,33041 ,8215 ,51351 ,20527 ,30801 ,15087 ,19048 ,11907 ,17366 ,12384 ,17451 ,14126 ,18655 ,14917 ,16606 ,15429 ,15968 ,18199 ,16516 ,20392 ,18333 ,24707 ,21593 ,39887 ,12010 ,33861 ,9567 ,20507 ,9481 ,20225 ,8933 ,18691 ,3449 ,11909 ,645 ,4494 ,0 ,11 ,0 ,0 ,0 ,0 
Jan-19,7호선,2743,신대방삼거리,6 ,0 ,10075 ,1178 ,17334 ,6454 ,53375 ,12652 ,88795 ,38966 ,45832 ,23756 ,26691 ,17052 ,25194 ,16138 ,26909 ,17386 ,24622 ,19770 ,23232 ,20408 ,22888 ,23972 ,23904 ,27442 ,27096 ,33668 ,36559 ,61743 ,20556 ,57562 ,15578 ,34103 ,13821 ,31817 ,10903 ,29537 ,5587 ,18700 ,887 ,6663 ,0 ,34 ,0 ,0 ,0 ,0 
Jan-19,7호선,2744,보라매,8 ,0 ,5846 ,2163 ,7362 ,9669 ,19842 ,17152 ,32908 ,42233 ,18947 ,17975 ,12473 ,11659 ,12951 ,10301 ,13920 ,11103 ,13940 ,11945 ,13315 ,11389 ,14208 ,11864 ,16619 ,13316 ,22649 ,16792 ,36420 ,28446 ,15097 ,24188 ,11187 ,13635 ,9902 ,13284 ,8448 ,12014 ,3216 ,8205 ,515 ,2840 ,0 ,79 ,0 ,0 ,0 ,0 
Jan-19,7호선,2745,신풍,31 ,1 ,9516 ,2361 ,14467 ,9841 ,36148 ,10594 ,51302 ,22800 ,30328 ,14324 ,18703 ,12817 ,16578 ,12135 ,17655 ,12080 ,17028 ,13077 ,15411 ,13707 ,15632 ,16206 ,18297 ,19192 ,23156 ,26065 ,24449 ,39349 ,13450 ,32894 ,9615 ,19143 ,8796 ,20656 ,6828 ,20023 ,3241 ,11501 ,650 ,3505 ,1 ,641 ,0 ,0 ,0 ,0 
Jan-19,7호선,2746,대림(구로구청),63 ,1 ,11835 ,1192 ,9509 ,4036 ,15804 ,8188 ,25004 ,21993 ,20659 ,17303 ,14859 ,18230 ,14353 ,23378 ,17472 ,20191 ,18983 ,19435 ,19922 ,18662 ,21046 ,19301 ,22473 ,20084 ,24230 ,27796 ,27726 ,33799 ,19006 ,23096 ,15307 ,14599 ,13360 ,16959 ,10434 ,15227 ,5680 ,7303 ,720 ,1707 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2747,남구로,10 ,0 ,19132 ,1979 ,17322 ,7113 ,33675 ,25939 ,39953 ,117385 ,29476 ,52980 ,18974 ,21954 ,17680 ,19702 ,17976 ,18029 ,18748 ,19231 ,17790 ,18435 ,18783 ,19594 ,21828 ,23609 ,35249 ,39383 ,88156 ,40912 ,44870 ,28763 ,24408 ,18791 ,18867 ,21770 ,12289 ,20565 ,5707 ,10901 ,838 ,2895 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2748,가산디지털단지,752 ,7 ,7907 ,5184 ,9689 ,21507 ,20278 ,102698 ,24937 ,449728 ,19864 ,227794 ,19123 ,62359 ,24200 ,44042 ,30418 ,40806 ,38504 ,43375 ,42376 ,40161 ,51969 ,36872 ,65727 ,35655 ,150431 ,36302 ,365886 ,38899 ,169162 ,31361 ,91657 ,15879 ,84558 ,13402 ,43418 ,12223 ,19524 ,8080 ,2495 ,2969 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2749,철산,7 ,0 ,10801 ,3814 ,29463 ,9455 ,93286 ,15410 ,109829 ,33205 ,54985 ,28902 ,36653 ,23123 ,33535 ,24093 ,35484 ,27528 ,34635 ,30305 ,31653 ,32462 ,32124 ,35373 ,34148 ,41820 ,40597 ,56059 ,45498 ,107065 ,26976 ,101727 ,23516 ,54223 ,24012 ,46587 ,21484 ,43077 ,10569 ,28154 ,1644 ,8762 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2750,광명사거리,152 ,0 ,24121 ,4682 ,35518 ,11889 ,100278 ,18072 ,131208 ,28241 ,66803 ,26925 ,42022 ,24803 ,38798 ,28639 ,41222 ,32776 ,42372 ,35598 ,38363 ,38027 ,36888 ,43805 ,39040 ,50518 ,42801 ,63913 ,43450 ,106553 ,29626 ,96829 ,21441 ,53945 ,18309 ,50148 ,13706 ,44998 ,6023 ,28731 ,966 ,7863 ,0 ,51 ,0 ,0 ,0 ,0 
Jan-19,7호선,2751,천왕,14 ,0 ,6144 ,808 ,12753 ,5086 ,38233 ,6491 ,48501 ,10361 ,25302 ,8152 ,16138 ,6377 ,13681 ,7360 ,13985 ,9335 ,13566 ,10289 ,11936 ,10519 ,11109 ,12797 ,12585 ,15355 ,13326 ,18366 ,13713 ,32486 ,8177 ,33120 ,5385 ,19177 ,4537 ,16941 ,3352 ,15710 ,1413 ,10555 ,263 ,3394 ,1 ,50 ,0 ,0 ,0 ,0 
Jan-19,7호선,2752,온수(성공회대입구),74 ,3 ,6992 ,1375 ,14709 ,5091 ,51028 ,7491 ,62755 ,16429 ,27422 ,8734 ,15548 ,6485 ,13691 ,6657 ,13745 ,8206 ,12156 ,8894 ,10408 ,10049 ,11167 ,12252 ,12217 ,14579 ,14671 ,20000 ,15305 ,41034 ,7475 ,40181 ,5537 ,22916 ,5327 ,21732 ,4052 ,19153 ,2191 ,11954 ,419 ,6442 ,2 ,957 ,0 ,0 ,0 ,0 
Jan-19,7호선,2753,까치울,3 ,0 ,3248 ,876 ,10004 ,3350 ,30096 ,4549 ,40315 ,9282 ,19807 ,5467 ,11392 ,4549 ,10519 ,5991 ,10431 ,6890 ,10609 ,7525 ,9660 ,7854 ,9539 ,9266 ,9964 ,11447 ,10516 ,17057 ,12197 ,28611 ,7372 ,27329 ,5166 ,17343 ,4650 ,14643 ,3610 ,14761 ,1329 ,8191 ,165 ,2325 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2754,부천종합운동장,1 ,0 ,3136 ,604 ,6957 ,2842 ,20759 ,5122 ,24562 ,11609 ,12190 ,4711 ,6897 ,3767 ,6484 ,3478 ,7001 ,3811 ,6552 ,4499 ,5605 ,4626 ,5411 ,4896 ,6433 ,5774 ,8514 ,7979 ,11703 ,14703 ,5365 ,14169 ,3815 ,8471 ,2974 ,7828 ,2008 ,7374 ,776 ,5143 ,103 ,1755 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,7호선,2755,춘의,0 ,0 ,4831 ,1254 ,9707 ,5214 ,25287 ,29741 ,25755 ,56753 ,15278 ,17574 ,10604 ,9106 ,10181 ,7098 ,10969 ,7434 ,10914 ,8807 ,10688 ,8534 ,10639 ,9037 ,12150 ,10879 ,25730 ,13242 ,47867 ,20609 ,18055 ,21322 ,13171 ,13767 ,10907 ,12628 ,5261 ,10950 ,2369 ,7725 ,285 ,2584 ,0 ,0 ,0 ,0 ,0 ,0 
